Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,13,13,14,,,,,,,,1140.0150667000125,None,1141.0154507000116,None,1147.0153647000116,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,12.483711050022976,22.433569550019456,31.783683450019453,"[0.02962962962962963, -0.4583333333333333, -0.4546296296296296, -0.45, -0.44907407407407407, -0.44537037037037036, -0.4462962962962963, 0.28888888888888886, 0.475]","[-0.4101851851851852, 0.21296296296296297, 0.21296296296296297, 0.20925925925925926, 0.20925925925925926, 0.20925925925925926, 0.20925925925925926, -0.2111111111111111, 0.07592592592592592]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[12.482307199999923, 14.798995000004652, 14.998789899997064, 15.24872509999841, 15.41520020000462, 15.598751500001526, 15.815288600002532, 22.431918999995105, 31.781665499991504]",0.000990650019957684,31.782594850010355,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1180.4642131,None,0.0,3.146843100010301,1180.4642131,None,1190.1471885000065,None,0.0,10.531821399999899,1187.1474889000092,None,10.0,3.0151345999911427,1183.7309144000028,None,10.0,3.447944900006405,<function functionImportanceB at 0x000002581D2BAE18>,<function functionImportanceA at 0x000002581D2BAD08>,<function functionImportanceC at 0x000002581D2BA0D0>,,,10.0,3.0151345999911427,10.0,2.7810755999962566,10.0,3.6482640000031097,<function functiondiffC at 0x000002581D2BA400>,<function functiondiffB at 0x000002581D2BA840>,<function functiondiffA at 0x000002581D2BAEA0>,,,,,1148.1970127000095,1200.6970819000126,None,1204.8635885000112,None,1207.6470211999986,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,14,14,29,,,,,,,,1210.8133324000082,None,1211.8136597999983,None,1217.8135139000078,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,7.0618346000119345,14.644935000003898,18.51188250000996,"[0.3, -0.1398148148148148, 0.08518518518518518]","[-0.1962962962962963, -0.2740740740740741, -0.45185185185185184]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.054533799993806, 14.637309700003243, 18.504010599994217]",0.006765400015865453,18.51056240001344,['A2'],['B2'],['C2'],['salmon'],['blue'],['yellow'],1237.9961923000083,None,7.0,3.647187300011865,1237.9961923000083,None,1244.596000800011,None,0.0,5.06527060001099,1241.7629192000022,None,10.0,2.8649238999933004,1249.6625071000017,None,10.0,4.115063599994755,<function functionImportanceA at 0x000002581D2BA1E0>,<function functionImportanceC at 0x000002581D994378>,<function functionImportanceB at 0x000002581D994488>,,,10.0,2.8649238999933004,10.0,11.064200499997241,0.0,4.331023200007621,<function functiondiffA at 0x000002581D2BAA60>,<function functiondiffB at 0x000002581BEDCF28>,<function functiondiffC at 0x000002581D994268>,,,,,1219.0063863000105,1269.2121509999997,None,1258.1290930000105,None,1253.7959808000014,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,15,15,2,,,,,,,,1278.0117637000076,None,1279.011807700008,None,1285.0117651000037,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,17.561835150336265,14.462236950334045,20.345590850323788,"[-0.17592592592592593, -0.42777777777777776, 0.23796296296296296]","[-0.32685185185185184, 0.1935185185185185, -0.1787037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.454997700013337, 17.55467560001125, 20.338112000012188]",0.006528450336190872,20.34438295032305,['A3'],['B1'],['C1'],['salmon'],['yellow'],['blue'],1311.9274683000112,None,8.0,3.063553599989973,1311.9274683000112,None,1315.6442558000126,None,-0.0,15.03074829999241,1340.3768786,None,3.0,4.815932800003793,1333.41018240001,None,10.0,9.131677900004433,<function functionImportanceC at 0x000002581D2BA048>,<function functionImportanceB at 0x000002581BEDC598>,<function functionImportanceA at 0x000002581BEDC620>,,,-0.0,4.815932800003793,-0.0,16.64727899999707,10.0,10.630934000000707,<function functiondiffB at 0x000002581D994B70>,<function functiondiffA at 0x000002581D994AE8>,<function functiondiffC at 0x000002581D994E18>,,,,,1291.1234679000045,1371.5594195000012,None,1344.893508699999,None,1361.0431680000038,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,16,16,24,,,,,,,,1374.425607600002,None,1375.4259773000085,None,1381.4258006000018,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,12.370183950013597,16.320214250023128,20.05382525002642,"[-0.32222222222222224, -0.15, 0.03518518518518519]","[0.11018518518518519, 0.39444444444444443, 0.41203703703703703]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.35877239999536, 16.308517999990727, 20.041845999992802]",0.010973550015478395,20.052592050022213,['A1'],['B1'],['C2'],['yellow'],['blue'],['salmon'],1403.1251164999994,None,6.0,2.980418799998006,1403.1251164999994,None,1406.1918472000107,None,1.0,7.314468600001419,1416.34179820001,None,10.0,11.39836330000253,1413.5749791999988,None,10.0,2.798519200005103,<function functionImportanceC at 0x000002581D2BAC80>,<function functionImportanceB at 0x000002581D2BA950>,<function functionImportanceA at 0x000002581D2BA730>,,,-0.0,11.39836330000253,0.0,25.56405359999917,-0.0,3.030972299995483,<function functiondiffA at 0x000002581D2BA598>,<function functiondiffC at 0x000002581D9949D8>,<function functiondiffB at 0x000002581D2BA7B8>,,,,,1382.5985649000067,1430.7579046000028,None,1436.0245060000016,None,1427.7080115999997,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,17,17,38,,,,,,,,1461.1067028000107,None,1462.107018900002,None,1468.1070623000123,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,13.742063800018514,12.375577500017243,8.693916200019885,"[-0.31851851851851853, 0.3907407407407407, -0.41574074074074074]","[0.18611111111111112, 0.049074074074074076, -0.062037037037037036]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.679090300007374, 12.361026200000197, 13.727727400008007]",0.013820800013490953,13.741217700007837,['A2'],['B1'],['C2'],['blue'],['yellow'],['salmon'],1483.53966390001,None,10.0,2.9635985999921104,1483.53966390001,None,1486.6565064000024,None,10.0,3.5144760999974096,1494.389765800006,None,10.0,3.0483007000002544,1490.0896432000009,None,10.0,4.265433199994732,<function functionImportanceC at 0x000002581FA04730>,<function functionImportanceB at 0x000002581D994840>,<function functionImportanceA at 0x000002581D9941E0>,,,0.0,3.0483007000002544,8.0,5.530819099993096,0.0,3.3813625000038883,<function functiondiffB at 0x000002581D994510>,<function functiondiffA at 0x000002581BEDC400>,<function functiondiffC at 0x000002581D994F28>,,,,,1469.3277998999984,1506.389286000005,None,1497.4228498000011,None,1502.972688400012,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,18,18,33,,,,,,,,1509.155419600007,None,1510.1557537000044,None,1516.1559046000039,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,30.05997645003663,12.411877450038446,25.077175550046377,"[0.2796296296296296, -0.3731481481481482, -0.1675925925925926]","[-0.2740740740740741, 0.0962962962962963, 0.33240740740740743]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.402422899991507, 25.067531299995608, 30.05079979999573]",0.008619050044217147,30.059339650033507,['A2'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1548.3714642000123,None,2.0,5.496911800000817,1548.3714642000123,None,1553.9546899999987,None,1.0,22.264200799996615,1576.7375192000036,None,1.0,12.048355499995523,1588.2706084000092,None,10.0,2.4485458000126528,<function functionImportanceC at 0x000002581FA04598>,<function functionImportanceA at 0x000002581BEDC9D8>,<function functionImportanceB at 0x000002581D994400>,,,0.0,12.048355499995523,10.0,5.547504199988907,8.0,2.664419699998689,<function functiondiffB at 0x000002581D994598>,<function functiondiffA at 0x000002581D994EA0>,<function functiondiffC at 0x000002581FA04BF8>,,,,,1517.8530739999987,1598.9703463000042,None,1590.72052670001,None,1596.4202812000003,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,19,19,19,,,,,,,,1602.269652700008,None,1603.26988230001,None,1609.2701140999998,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,9.230524400176364,5.197293500168598,15.863966900171363,"[-0.3962962962962963, -0.1935185185185185, 0.040740740740740744]","[0.13055555555555556, -0.3055555555555556, 0.34814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.184775000001537, 9.218228500001715, 15.851334699997096]",0.011701900177286007,15.862839200170129,['A3'],['B2'],['C1'],['salmon'],['yellow'],['blue'],1629.2524804999994,None,8.0,2.4793409000121756,1629.2524804999994,None,1640.454855200005,None,7.0,9.54822910000803,1631.8359797000012,None,9.0,7.264554900000803,1649.7522846000065,None,1.0,6.714732200009166,<function functionImportanceA at 0x000002581FA04378>,<function functionImportanceC at 0x000002581FA04840>,<function functionImportanceB at 0x000002581FA042F0>,,,1.0,7.264554900000803,-0.0,3.197939999998198,10.0,4.298163400002522,<function functiondiffC at 0x000002581D2BAB70>,<function functiondiffA at 0x000002581FA041E0>,<function functiondiffB at 0x000002581FA049D8>,,,,,1612.936258200003,1655.7188202000107,None,1676.4349790000124,None,1671.8850842000102,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,20,20,34,,,,,,,,1678.9176918000012,None,1679.9181160000007,None,1685.9180143000121,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,12.817930600125692,37.502099800127326,24.55142180013354,"[-0.32222222222222224, 0.4083333333333333, 0.23796296296296296]","[-0.13703703703703704, 0.030555555555555555, 0.2037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.81431239999074, 24.547394399996847, 37.4983241000009]",0.0031049001263454556,37.49998480013164,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1727.0499348000012,None,10.0,3.5958543000015197,1727.0499348000012,None,1730.750016200007,None,9.0,2.8645699999906356,1740.1334336,None,10.0,4.415009499993175,1734.6001088000048,None,10.0,5.515070299996296,<function functionImportanceC at 0x000002581FA04B70>,<function functionImportanceB at 0x000002581FA04F28>,<function functionImportanceA at 0x000002581FA04950>,,,-0.0,4.415009499993175,1.0,5.531145100001595,3.0,6.4309465999976965,<function functiondiffA at 0x000002581FA04A60>,<function functiondiffB at 0x000002581FA048C8>,<function functiondiffC at 0x000002581FA04510>,,,,,1689.0858646999986,1755.532626900007,None,1750.2160611,None,1743.8663995000097,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,21,21,3,,,,,,,,1758.451352300006,None,1759.465896300011,None,1765.4658270000073,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,31.564504650159506,26.78144115016039,24.731795050160144,"[-0.30833333333333335, -0.35833333333333334, -0.2212962962962963]","[-0.14907407407407408, 0.2064814814814815, -0.28888888888888886]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[24.718489499995485, 26.768307999998797, 31.55170769999677]",0.012192150155897252,31.563736750162207,['A3'],['B2'],['C2'],['salmon'],['blue'],['yellow'],1801.0981533000013,None,10.0,3.3970733000023756,1801.0981533000013,None,1813.8979422999982,None,10.0,12.265072599999257,1804.598326899999,None,10.0,3.3476702999905683,1808.6646800000017,None,10.0,4.265308800007915,<function functionImportanceA at 0x000002581D9948C8>,<function functionImportanceB at 0x000002581FA04EA0>,<function functionImportanceC at 0x0000025824099730>,,,0.0,3.3476702999905683,10.0,3.297675399997388,0.0,3.4149401000031503,<function functiondiffC at 0x0000025824099488>,<function functiondiffA at 0x000002581D994D90>,<function functiondiffB at 0x000002581FA047B8>,,,,,1769.077057900009,1824.8156233000045,None,1832.3140267000126,None,1828.5141848000058,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,22,22,12,,,,,,,,1834.76374580001,None,1835.764066200005,None,1841.7640089000051,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,24.458864250031183,21.24235545002739,13.859687350020977,"[0.10185185185185185, -0.2388888888888889, -0.3972222222222222]","[-0.33240740740740743, 0.3685185185185185, -0.1962962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.8531013999891, 21.236078799993265, 24.452869799992186]",0.005464550020406023,24.458146750024753,['A2'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1867.8796601000067,None,2.0,2.9130268000008073,1867.8796601000067,None,1877.1962973000045,None,10.0,2.165094700001646,1879.3629758000025,None,0.0,4.1983594999910565,1870.896293400001,None,10.0,6.2810326000035275,<function functionImportanceB at 0x0000025824099BF8>,<function functionImportanceC at 0x0000025824099400>,<function functionImportanceA at 0x000002581D9942F0>,,,10.0,4.1983594999910565,0.0,2.7646871999895666,8.0,4.347627499999362,<function functiondiffC at 0x0000025824099E18>,<function functiondiffB at 0x000002581FA04400>,<function functiondiffA at 0x000002581FA04D90>,,,,,1842.9418469000084,1883.5295549000002,None,1889.0458465999982,None,1891.8292734999995,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,23,23,11,,,,,,,,1895.6957733000017,None,1896.6958975000016,None,1902.6955683999986,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,16.45490830001654,2.922235300007742,20.738789100010763,"[0.32037037037037036, -0.37592592592592594, -0.24722222222222223]","[-0.20092592592592592, 0.1259259259259259, -0.3768518518518518]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.9096710000012536, 16.442708799993852, 20.725977299996885]",0.011656000016955659,20.73735830001533,['A2'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1925.0614812999993,None,10.0,13.929579400006332,1925.0614812999993,None,1941.5611148000025,None,10.0,2.0323964999988675,1943.6112858999986,None,10.0,2.198409599994193,1939.0614581000118,None,10.0,2.4803097999974852,<function functionImportanceB at 0x0000025824099B70>,<function functionImportanceC at 0x00000258240992F0>,<function functionImportanceA at 0x0000025824099A60>,,,0.0,2.198409599994193,10.0,2.147876200004248,10.0,5.897956700006034,<function functiondiffB at 0x000002581FA04E18>,<function functiondiffC at 0x000002581FA046A8>,<function functiondiffA at 0x000002581FA04048>,,,,,1903.8509249000053,1947.9612272000086,None,1945.7945187000005,None,1950.7610450000066,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
